Asin,UserName,Rating,Subject,ReviewDate,Review
8129137429,Ovn,2.0 out of 5 stars,"







  
  
    The only reason why I bought this was because it was on sale for 50 bucks
  
",Reviewed in India on 7 October 2017,"









  
  
    
  Let's see what I could have spend my bad investment of 50 bucks on that could have had a much better impact on me and India as a whole-1. 50 Parle-Gs. For my man Snoop Dogg2. 50 mini satchels of fair and handsome cream to help me land that coveted job i had been vying for.3. Two bottles of thumbs up to taste the thunder of adventure and grit.4. 50 pulse candies to OD myself on sugary kindness6. Writing generic ""xyz loves abc "" on the money with emoticons and throwing it on the road.2 Stars because I admire the hustle of CB to low ball every competition out.

  
"
8129137429,amz cus,1.0 out of 5 stars,"







  
  
    first this is not a novel
  
",Reviewed in India on 4 May 2018,"









  
  
    
  chetan bagat, i bought this after reading 2states and five point somebody. this book is crap, it have many topics which we daily see on editorial of newspaper. i didnt expect this book would be like this.

  
"
8129137429,Varun Shah,5.0 out of 5 stars,"







  
  
    A weakipedia of what ails us and how to cure ourselves
  
",Reviewed in India on 22 June 2018,"









  
  
    
  . Making India Awesome is an exceptional manual that gives the nation a chance to come together and make our country irrefutably awesome.If you’ve grazed the cover longingly at the bookstore then you’ve made it into the top 4% of the country. That’s right, if you have shown any interest in this book, you can proudly say you are the lucky few to be a “caring objective Indian”.If you aren’t reading this then you might belong to the 16% of Indians who are “caring but aligned”. But if you haven’t even made it that far, then ugh, you are among the not-so-elite 80% “self-focused indifferent Indians”. Look around you to check.Chetan Bhagat – creator of these labels and discoverer of these well-researched statistics – has illustrated this national breakup with an infographic in case those numbers were confusing.

  
"
8129137429,janmejay thakker,2.0 out of 5 stars,"







  
  
    He is a good storyteller but has been left no more than a ...
  
",Reviewed in India on 26 December 2015,"









  
  
    
  He is a good storyteller but has been left no more than a celebrity fever, who wants to be along with them all the times. Now the result is such that he is left with no more than his own written columns to publish as the book. Not a bad idea to make lakhs of bucks huh! Don't know about India but your home will definitely be awesome brother!

  
"
8129137429,Amazon Customer,4.0 out of 5 stars,"







  
  
    Must read book for every teenager
  
",Reviewed in India on 27 January 2020,"









  
  
    
  Very nice book , good compilation and thought provoking in some pages. Eadily connected with audience and many books of this kind are needed for the young generation to know their rights,rules and responsibilities

  
"
8129137429,Rosun,1.0 out of 5 stars,"







  
  
    CB, please stop writing 'Non-Fiction'. Please get back to writing fiction.
  
",Reviewed in India on 30 March 2018,"









  
  
    
  CB, please stop writing 'Non-Fiction'. Please get back to writing fiction.Nonsensical. Not worth your time. Read something else.

  
"
8129137429,AV7,2.0 out of 5 stars,"







  
  
    Not as expected. ""Unchi dukaan, feeka pakwaan"".
  
",Reviewed in India on 20 October 2015,"









  
  
    
  I am not a die hard fan of Mr. Chetan Bhagat. This book attracted me by its title ""Making India Awesome"". But after reading this book, it was not as expected.One star for the price i got this book (48 INR)One/four stars for the content.

  
"
8129137429,shilpi gupta,5.0 out of 5 stars,"







  
  
    good
  
",Reviewed in India on 19 June 2016,"









  
  
    
  This a 5th class student could have written nothing new to read as if m reading a grammar book essays or paragraph writing.still 5star coz its good till 13-25age group readers.

  
"
8129137429,Dinesh,4.0 out of 5 stars,"







  
  
    When i can't sleep i read this
  
",Reviewed in India on 28 November 2018,"









  
  
    
  I am sure this is fine. But i was expecting love story . It's just essay or columns u read in news paper. If u r chetan bhagat fan buy it otherwise not

  
"
8129137429,amruta,1.0 out of 5 stars,"







  
  
    One Star
  
",Reviewed in India on 7 April 2018,"









  
  
    
  Super flop n idiotic book by Chetan bhagat...His standards r drooping

  
"
8129137429,Arvind,5.0 out of 5 stars,"







  
  
    It should be read by every young india
  
",Reviewed in India on 15 August 2019,"









  
  
    
  The best book for guiding young people towards development strategies and idealistic things

  
"
8129137429,Amazon Customer,3.0 out of 5 stars,"







  
  
    Interesting book
  
",Reviewed in India on 14 January 2016,"









  
  
    
  Very good thoughts about betterment of our beloved country.. however i feel.. Narendra Modi and his cabinet are unfairly criticised.. like any other party, as being communal.. and lot of unrealistic expectations from the present govt.. but overall well presented.. i liked it

  
"
8129137429,Shivam Ritu Kapahi,3.0 out of 5 stars,"







  
  
    only for chetan bhagat fans
  
",Reviewed in India on 31 January 2018,"









  
  
    
  will be definitely liked by chetan bhagat readerselse we all know,it is very tough to make india awesome as of 31.01.2018

  
"
8129137429,Rago,3.0 out of 5 stars,"







  
  
    just views on recent affairs of India ""CERTAINLY NOT FOR MATURE READERS""
  
",Reviewed in India on 5 October 2015,"









  
  
    
  The book is compilation of CB's views on recent happenings in India. The author has given some idea on how to think for the formative conservative mind of today's youth. The book is not for the mature read. Very light book, causal read would do. DON'T EXPECT PROFOUND content.

  
"
8129137429,Biprojit Dutta,5.0 out of 5 stars,"







  
  
    Nice book
  
",Reviewed in India on 11 January 2019,"









  
  
    
  Inhibits all the recent issues and as known chetan is loved by every youth so his books are truly fantastic! Also timely delivery by amazon.

  
"
8129137429,satish,3.0 out of 5 stars,"







  
  
    Not so great.
  
",Reviewed in India on 21 February 2018,"









  
  
    
  There is nothing great to read in this book, i can get this type of writing in google also. i feel like a 10th standard student has written essays about many topics.

  
"
8129137429,LIGNESH GANDHI,1.0 out of 5 stars,"







  
  
    Poor quality of Paper
  
",Reviewed in India on 2 February 2016,"









  
  
    
  It seems copy as the pages are very dull and the quality is like fake as available on foot path and railway stations.Very poor quality of pages, really frustrated. I doubt it is from the original publisher.

  
"
8129137429,dinesh pratap,5.0 out of 5 stars,"







  
  
    Good book
  
",Reviewed in India on 12 October 2019,"









  
  
    
  Good book got in good deal

  
"
8129137429,DHRUV RAVAL,2.0 out of 5 stars,"







  
  
    Poor page quality...
  
",Reviewed in India on 13 February 2018,"









  
  
    
  Book is very good but page quality is very poor, if you go to shop to purchase the same book you will find there good quality pages, it seems this is the reason amazon can afford to provide books at so cheap rate....

  
"
8129137429,ABHISHEK AWASTHI,5.0 out of 5 stars,"







  
  
    REALLY ENLIGHTENING
  
",Reviewed in India on 28 July 2020,"









  
  
    
  THE IDEAS ENVISAGED IN THE BOOK CAN TAKE INDIA NEAR AN AWESOME STATUS. REALLY IT'S INTERESTING FOR ME AND MANY OTHERS LIKE YOU, WHO WISH TO READ SOMETHING PRODUCTIVE FOR NATION BUILDING.

  
"
8129137429,Santosh,2.0 out of 5 stars,"







  
  
    Not good
  
",Reviewed in India on 5 February 2020,"









  
  
    
  Paper quality not good

  
"
8129137429,Srinuvasarao Sanapala,3.0 out of 5 stars,"







  
  
    Don't buy
  
",Reviewed in India on 18 November 2018,"









  
  
    
  Don't buy. Waste book

  
"
8129137429,Dhirendra Parikh,4.0 out of 5 stars,"







  
  
    Four Stars
  
",Reviewed in India on 2 August 2018,"









  
  
    
  the book has been written in 2014it will be interesting to read a new version in current context

  
"
8129137429,Pranita Vijay Gambhir,1.0 out of 5 stars,"







  
  
    avoid buying...
  
",Reviewed in India on 27 February 2016,"









  
  
    
  The book has nothing orther than news paper cutting.. This book made me realise that from now onwards no more wasting money on Chetan Bhagat books

  
"
8129137429,SOURAV MONDAL,3.0 out of 5 stars,"







  
  
    A book @ just Rs. 34.
  
",Reviewed in India on 18 June 2016,"









  
  
    
  Got it at an amazing price (@ Rs. 34 only with free delivery). Book arrived in a good condition. Binding and paper quality is good. But I don't like this book. I don't fully agree with what Mr. Bhagat has said in this book.

  
"
8129137429,Sahil,1.0 out of 5 stars,"







  
  
    One Star
  
",Reviewed in India on 10 November 2015,"









  
  
    
  Waste of time.. Cant makeout exactly what chetan is trying  to express. Confusing.

  
"
8129137429,Ashes Chakraborty,5.0 out of 5 stars,"







  
  
    Very Good
  
",Reviewed in India on 27 July 2019,"









  
  
    
  Very Good Story Book

  
"
8129137429,Mohit kumar,5.0 out of 5 stars,"







  
  
    Nice
  
",Reviewed in India on 29 June 2019,"









  
  
    
  Nice

  
"
8129137429,Amazon Customer,3.0 out of 5 stars,"







  
  
    Writer Opinion left to readers choice
  
",Reviewed in India on 2 November 2016,"









  
  
    
  Its just seels by the name of chetan bhagat.I just felt after reading this book that writer wants to sell the book even by his opinionsokay some columns conclusions were good.People who don't care about current affairs better stay from this.

  
"
8129137429,ANADI GUPTA,5.0 out of 5 stars,"







  
  
    MAKING INDIA AWESOME.ANOTHER EXCELLENT BOOK BY CHETAN BHAGAT...
  
",Reviewed in India on 22 December 2016,"









  
  
    
  I GOT THIS BOOK IN A DEAL FOR JUST RS 50..YES I AM TRUE JUST RS 50 ...ALSO CHETAN BHAGAT IS A WELL KNOWN WRITER AND ALL HIS BOOKS ARE BEST SELLERS..SO U SHOULD GO FOR IT..

  
"
8129137429,Supriya,5.0 out of 5 stars,"







  
  
    Good one
  
",Reviewed in India on 13 March 2019,"









  
  
    
  Chetan bhagat books are the best

  
"
8129137429,Amitava Bhaumik,3.0 out of 5 stars,"







  
  
    Good book
  
",Reviewed in India on 25 February 2019,"









  
  
    
  Nice to read

  
"
8129137429,Anirban,4.0 out of 5 stars,"







  
  
    READABLEE AND A GOOD BOOK
  
",Reviewed in India on 22 December 2016,"









  
  
    
  The book was good and easily understandable. The book cover was good as well as the font used is also perfect. But it is not the best of chetan bhagat.

  
"
8129137429,Sumedh Kulkarni,4.0 out of 5 stars,"







  
  
    the book is awesome in all aspects
  
",Reviewed in India on 31 October 2015,"









  
  
    
  As title suggests, the book is awesome in all aspects. But on some topics my opinions are somewhat different than chetan's. Everyone has a choice though. Btw it's worthy enough to read, especially for the citizens who really care & have some love about our awesome India.

  
"
8129137429,BISAL PAUL,5.0 out of 5 stars,"







  
  
    Good buy @39
  
",Reviewed in India on 7 November 2015,"









  
  
    
  Essay's are nice with good and useful words. Interesting facts for reading and side by side improving your vocabulary

  
"
8129137429,Kindle Customer,5.0 out of 5 stars,"







  
  
    Truely Awesome !!
  
",Reviewed in India on 15 March 2020,"









  
  
    
  Thanks for the Awesome insights. Would definitely work towards Making India Awesome.No second thought just buy it and make the most of the book.

  
"
8129137429,Amazon Customer,1.0 out of 5 stars,"







  
  
    One Star
  
",Reviewed in India on 23 September 2015,"









  
  
    
  it's good for a new reader and students who have currently started reading, but not upto my expectations.

  
"
8129137429,Sunil,5.0 out of 5 stars,"







  
  
    Good
  
",Reviewed in India on 7 November 2018,"









  
  
    
  Book

  
"
8129137429,Ekta,5.0 out of 5 stars,"







  
  
    good book
  
",Reviewed in India on 7 November 2018,"









  
  
    
  Liked it  a lot

  
"
8129137429,GOUTAM DAS,5.0 out of 5 stars,"







  
  
    Nice book
  
",Reviewed in India on 4 February 2019,"









  
  
    
  Nicely narrated

  
"
8129137429,ROHIT,5.0 out of 5 stars,"







  
  
    Five Stars
  
",Reviewed in India on 17 June 2017,"









  
  
    
  CHEAP AND BEST...

  
"
8129137429,Brijesh B. Mehta,4.0 out of 5 stars,"







  
  
    Four Stars
  
",Reviewed in India on 3 December 2017,"









  
  
    
  It was a good experience

  
"
8129137429,Kushal Sanklecha,5.0 out of 5 stars,"







  
  
    Making India Awesome
  
",Reviewed in India on 3 September 2019,"









  
  
    
  Superb Book from Chetan Sir 🙏🙏

  
"
8129137429,Pramod rathour,5.0 out of 5 stars,"







  
  
    Good
  
",Reviewed in India on 26 July 2019,"









  
  
    
  Good

  
"
8129137429,Ravichandran U M,4.0 out of 5 stars,"







  
  
    As usual, Chetan enthrals the readers by his attractive ...
  
",Reviewed in India on 8 November 2015,"









  
  
    
  As usual, Chetan enthrals the readers by his attractive writing style. All issues discussed and Solutions provided  in the Book are simply superb.

  
"
8129137429,Vishnu,4.0 out of 5 stars,"







  
  
    Nice
  
",Reviewed in India on 29 November 2018,"









  
  
    
  Good on this price

  
"
8129137429,Keshav,3.0 out of 5 stars,"







  
  
    Though the intro looks good, the very first chapter looks a bit odd
  
",Reviewed in India on 18 September 2015,"









  
  
    
  Over generalised version. Though the intro looks good, the very first chapter looks a bit odd. The 17 commandments the author suggest for Modi goes out of track many times. You can purchase it for a quarter chapters of the book where he worked well.Just Ok book

  
"
8129137429,Paramita Nath,3.0 out of 5 stars,"







  
  
    3 stars for it.
  
",Reviewed in India on 14 October 2019,"









  
  
    
  Good book but poor condition. It was an old edition book. The book cover, and the pages had turned yellow. However, the content is good.

  
"
8129137429,Akm,2.0 out of 5 stars,"







  
  
    CB is loosing his EDGE by writing such books.Not liked much in this book.
  
",Reviewed in India on 1 January 2016,"









  
  
    
  Too much from CB. Such writing are irritating now.Its like he is dectating how people ,parties, government  and country should run.

  
"
8129137429,www.gauravkhurana.in,4.0 out of 5 stars,"







  
  
    Four Stars
  
",Reviewed in India on 4 August 2016,"









  
  
    
  Nice book. It not only discusses​ the problem India faces but suggest the solution which are possible

  
"
8129137429,Kiran,5.0 out of 5 stars,"







  
  
    Nice
  
",Reviewed in India on 19 October 2018,"









  
  
    
  Nice

  
"
8129137429,arnab chaudhuri,1.0 out of 5 stars,"







  
  
    Bad purchase
  
",Reviewed in India on 2 November 2015,"









  
  
    
  This is just showing that chetan bhagat is going to or has joined politics.. Political propaganda..must not be sold, should be distributed freely if the writer wants them to be read by others..

  
"
8129137429,Jayprakash jha,5.0 out of 5 stars,"







  
  
    Great
  
",Reviewed in India on 27 January 2019,"









  
  
    
  Great

  
"
8129137429,RAVI SHANKAR SINGH,5.0 out of 5 stars,"







  
  
    Good
  
",Reviewed in India on 19 February 2019,"









  
  
    
  Good book

  
"
8129137429,Amarjit,5.0 out of 5 stars,"







  
  
    every indian should atleast once read this
  
",Reviewed in India on 13 January 2016,"









  
  
    
  I am big fan of Chetan bhagat. This book is just beyond my expectations. I like article on woman very much.

  
"
8129137429,Shubhankar,5.0 out of 5 stars,"







  
  
    Five Stars
  
",Reviewed in India on 21 June 2018,"









  
  
    
  Good

  
"
8129137429,Srin,5.0 out of 5 stars,"







  
  
    Boring
  
",Reviewed in India on 3 October 2018,"









  
  
    
  Didn't liked it.

  
"
8129137429,Arnab Roy Chowdhury,4.0 out of 5 stars,"







  
  
    Good book.
  
",Reviewed in India on 24 January 2016,"









  
  
    
  Good book. Some of the chapters are boring. But overall good book. This book has some good concept which can be helpful to make India better.

  
"
8129137429,Amazon Customer,5.0 out of 5 stars,"







  
  
    Good non-fiction author
  
",Reviewed in India on 18 September 2016,"









  
  
    
  Nice book. Usually I won't read fiction books. So , I don't know much about chetan bhagat. But from reading his, I like his non-fiction style. Right book at the right time

  
"
8129137429,Jaydeep Bhosale,5.0 out of 5 stars,"







  
  
    Best book of Chetan Bhagat
  
",Reviewed in India on 7 September 2017,"









  
  
    
  Best book of Chetan Bhagat. If we follow the book I'm sure India will change. Almost every topic is discussed in this book including homosexuality and unemployment.

  
"
8129137429,Harcharan Singh ,4.0 out of 5 stars,"







  
  
    Good
  
",Reviewed in India on 12 November 2018,"









  
  
    
  Good

  
"
8129137429,Soupam Das,2.0 out of 5 stars,"







  
  
    The book is so so..Not too good.
  
",Reviewed in India on 3 June 2018,"









  
  
    
  The book is ok type. Not too good.

  
"
8129137429,Vishalsingh Bundele,3.0 out of 5 stars,"







  
  
    nice Book
  
",Reviewed in India on 11 August 2016,"









  
  
    
  Good thinking book but book page quality is veey bad..nod gOOD, not brighk..

  
"
8129137429,jagadeesh,5.0 out of 5 stars,"







  
  
    must read for all Indians
  
",Reviewed in India on 11 October 2015,"









  
  
    
  VERY Good BOOK . MUST READ EVERY INDIAN.WE THINK WHEN WE STUDY THIS BOOK.QUALITY is very good.

  
"
8129137429,Mandar Phatak,1.0 out of 5 stars,"







  
  
    One Star
  
",Reviewed in India on 28 February 2017,"









  
  
    
  His thoughts aren't that immensely cultivable. It lacks the passion for what we want India to be.

  
"
8129137429,sweta,5.0 out of 5 stars,"







  
  
    Must read for those who love the Nation
  
",Reviewed in India on 2 March 2018,"









  
  
    
  Analysis of existing problems and peoples mindset, and the way forward for people caring for the Nation.

  
"
8129137429,Vishal Khemnar,2.0 out of 5 stars,"







  
  
    dont buy it
  
",Reviewed in India on 8 January 2017,"









  
  
    
  not a good book... just finding someone to gift this to...

  
"
8129137429,facebook.com/iamankkushh,5.0 out of 5 stars,"







  
  
    Good or Bad... i don't know..
  
",Reviewed in India on 8 January 2019,"









  
  
    
  in fact..i am not interest in non fiction

  
"
8129137429,Balraj singh,1.0 out of 5 stars,"







  
  
    I thought he was a good author!
  
",Reviewed in India on 30 June 2016,"









  
  
    
  Bought my first Chetan Bhagat book with a lot of expectations but I was completely disappointed.

  
"
8129137429,Lokesh Khambham,3.0 out of 5 stars,"







  
  
    Purchase experience is good.. but not the content in the book
  
",Reviewed in India on 29 September 2015,"









  
  
    
  Giving average rating.... purchase experience and delivery is very good.. but.. the content is so boring.... lost interest after reading some 10 pages...

  
"
8129137429,durga chhetry,5.0 out of 5 stars,"







  
  
    Ok
  
",Reviewed in India on 22 May 2019,"









  
  
    
  Nice

  
"
8129137429,sapan jain,4.0 out of 5 stars,"







  
  
    not story its a essay content
  
",Reviewed in India on 30 October 2015,"









  
  
    
  its not story novel.. its essay with different topic.. read it for understanding the INDIA issues on various topic..

  
"
8129137429,Renji v,5.0 out of 5 stars,"







  
  
    revealing the untold truth...!!!
  
",Reviewed in India on 16 May 2018,"









  
  
    
  Good book for all Indian youth. revealing the untold truth...!!!

  
"
8129137429,SB sourav,5.0 out of 5 stars,"







  
  
    Five Stars
  
",Reviewed in India on 30 July 2017,"









  
  
    
  BEST BOOK

  
"
8129137429,V M Joshi,5.0 out of 5 stars,"







  
  
    Sooper
  
",Reviewed in India on 5 July 2019,"









  
  
    
  Good stories

  
"
8129137429,Siddharth Rana ,2.0 out of 5 stars,"







  
  
    Boring and disappointing
  
",Reviewed in India on 13 March 2017,"









  
  
    
  Too preachy, unrealistic and utopian.The book lacks focus and seems like a half baked mash up of a half hearted  collection of random thoughts

  
"
8129137429,Ajay,2.0 out of 5 stars,"







  
  
    Ordinary common matters
  
",Reviewed in India on 17 November 2015,"









  
  
    
  Chetan is day by day turning into an gyan-guru. Nothing is new in this book. What we common people discuss over a tea is written here.We indians know what to do but we do nothing from our part its an inconvertible truth.

  
"
8129137429,Lakshmi Upadhyaya,5.0 out of 5 stars,"







  
  
    Five Stars
  
",Reviewed in India on 18 November 2015,"









  
  
    
  Short stories. Compels you to think about the people around and the country as a whole.

  
"
8129137429,Naani,5.0 out of 5 stars,"







  
  
    Good
  
",Reviewed in India on 31 December 2019,"









  
  
    
  Good

  
"
8129137429,DP Reddy,4.0 out of 5 stars,"







  
  
    Four Stars
  
",Reviewed in India on 16 August 2017,"









  
  
    
  good book...gives new dimension to ongoing issues with practical slutions

  
"
8129137429,parul,5.0 out of 5 stars,"







  
  
    one reading required
  
",Reviewed in India on 30 September 2015,"









  
  
    
  nic one ,one should read,few facts and points considered by him aren't logical enough

  
"
8129137429,V RAGHAVAN,3.0 out of 5 stars,"







  
  
    Three Stars
  
",Reviewed in India on 29 January 2016,"









  
  
    
  This collection of essays is OK.  It is aimed at captive audiences, which the author has in millions!

  
"
8129137429,sourav choudhury,5.0 out of 5 stars,"







  
  
    like it.
  
",Reviewed in India on 15 November 2015,"









  
  
    
  Good social message for youth. Hope chetan bhagat published another non fiction like this...

  
"
8129137429,Amazon Customer,5.0 out of 5 stars,"







  
  
    If you are a good newspaper reader
  
",Reviewed in India on 23 June 2016,"









  
  
    
  This book comprises of the newspaper columns posted by the author on Times Of India. If you are a good newspaper reader, Don't buy it.

  
"
8129137429,pooja shishodia,5.0 out of 5 stars,"







  
  
    Good
  
",Reviewed in India on 10 September 2019,"









  
  
    
  Good

  
"
8129137429,Aarindom Basu,3.0 out of 5 stars,"







  
  
    Good book
  
",Reviewed in India on 14 June 2019,"









  
  
    
  Good book

  
"
8129137429,Vivek,5.0 out of 5 stars,"







  
  
    Good delivery..
  
",Reviewed in India on 16 February 2019,"









  
  
    
  Good book

  
"
8129137429,Krushna Chokshi,3.0 out of 5 stars,"







  
  
    Three Stars
  
",Reviewed in India on 16 July 2016,"









  
  
    
  poor book by chetanbhagat, he should come to ground level before writing such thing

  
"
8129137429,mayur,4.0 out of 5 stars,"







  
  
    The views are explained with good study.
  
",Reviewed in India on 27 January 2016,"









  
  
    
  Chetan focused this book on the current status of different aspects of India. The views are explained with good study.

  
"
8129137429,Sandy,5.0 out of 5 stars,"







  
  
    Five Stars
  
",Reviewed in India on 26 February 2017,"









  
  
    
  Nice book. Well thought out and good suggestions to make India great again.

  
"
8129137429,Raj Kumar,3.0 out of 5 stars,"







  
  
    Good
  
",Reviewed in India on 4 December 2018,"









  
  
    
  Good

  
"
8129137429,Ambarish Acharjee,4.0 out of 5 stars,"







  
  
    Awesome book first of all
  
",Reviewed in India on 10 November 2015,"









  
  
    
  Well ... Awesome book first of all. This book really make me understand some key concept of politics, by very simple story. A lay man can able to know the truth and reallity of india if you read this book. Love you chetan.

  
"
8129137429,Amazon Customer,2.0 out of 5 stars,"







  
  
    Do not buy
  
",Reviewed in India on 10 May 2019,"









  
  
    
  Chetan Bhagat always disappoints me

  
"
8129137429,Amazon Customer,1.0 out of 5 stars,"







  
  
    Very bad
  
",Reviewed in India on 21 October 2015,"









  
  
    
  Not a good book . Nothing is useful in this book very bad .simply waste of money . I am very shocked by seeing this book . Only name is good that's it ,nothing useful.

  
"
8129137429,Amazon Customer,5.0 out of 5 stars,"







  
  
    wonderful and i'm impressed
  
",Reviewed in India on 17 November 2015,"









  
  
    
  never thought chetan could write so brilliantly in this niche.......

  
"
8129137429,Amazon Customer,5.0 out of 5 stars,"







  
  
    Five Stars
  
",Reviewed in India on 12 February 2017,"









  
  
    
  nice

  
"
8129137429,om prakash,3.0 out of 5 stars,"







  
  
    Three Stars
  
",Reviewed in India on 15 November 2015,"









  
  
    
  Few really good points, but mainly looking like collection of newspapers column, But go through it.

  
"
8129137429,Antony Arvind,4.0 out of 5 stars,"







  
  
    Four Stars
  
",Reviewed in India on 21 March 2018,"









  
  
    
  Nice vision.

  
"
8129137429,SUMIT ROUT,5.0 out of 5 stars,"







  
  
    Five Stars
  
",Reviewed in India on 4 May 2018,"









  
  
    
  Nice book

  
"
8129137429,venkatesh,2.0 out of 5 stars,"







  
  
    Contradiction views
  
",Reviewed in India on 12 September 2015,"









  
  
    
  Compare to other Chetan Bhagat books this is worst, Just he given his opinions about India contradicting.

  
"
8129137429,shravan d.,3.0 out of 5 stars,"







  
  
    poor paper
  
",Reviewed in India on 24 September 2016,"









  
  
    
  Collection of essays,  poor paper quality

  
"
8129137429,Amazon Customer,4.0 out of 5 stars,"







  
  
    Go for it
  
",Reviewed in India on 28 August 2019,"









  
  
    
  Great content

  
"
8129137429,Lokeshwar Raj,4.0 out of 5 stars,"







  
  
    Four Stars
  
",Reviewed in India on 20 January 2018,"









  
  
    
  good work by chetan

  
"
8129137429,Ayush,5.0 out of 5 stars,"







  
  
    Five Stars
  
",Reviewed in India on 9 January 2018,"









  
  
    
  well content is better

  
"
8129137429,yatendra singh,4.0 out of 5 stars,"







  
  
    Good book not a novel.but interesting
  
",Reviewed in India on 28 August 2017,"









  
  
    
  Good language. interesting book. Chetan sir always rock.but this time with other ways.

  
"
8129137429,Saranya Vijayan,5.0 out of 5 stars,"







  
  
    V good collection of contemporary
  
",Reviewed in India on 8 August 2016,"









  
  
    
  V  good collection of contemporary reading

  
"
8129137429,Navsheel Sharma,5.0 out of 5 stars,"







  
  
    Chetan bhagat rocks
  
",Reviewed in India on 10 August 2017,"









  
  
    
  Must read Novel for all indian atleast once

  
"
8129137429,USER,1.0 out of 5 stars,"







  
  
    POOR PAPER QUALITY
  
",Reviewed in India on 18 September 2018,"









  
  
    
  COVERING IS OK , BUT INSIDE PAGES PAPER QUALITY IS VERY POOR

  
"
8129137429,Tejasvi,4.0 out of 5 stars,"







  
  
    Read this
  
",Reviewed in India on 3 October 2016,"









  
  
    
  Good book

  
"
8129137429,Manu A S,4.0 out of 5 stars,"







  
  
    Worth Reading
  
",Reviewed in India on 1 January 2016,"









  
  
    
  Nice one, the book is about author's view about current issues. The reader may or may not agree with it totally. But Book will help the reader to develop a view about Current issues.

  
"
8129137429,ANUP KUMAR BISWAS,4.0 out of 5 stars,"







  
  
    Four Stars
  
",Reviewed in India on 18 January 2016,"









  
  
    
  packing was good!! you can read 1 time

  
"
8129137429,Abhinav Jaiswal,4.0 out of 5 stars,"







  
  
    Good...!!
  
",Reviewed in India on 17 September 2015,"









  
  
    
  Nice books... Let's see how's the reading it goes...!!!

  
"
8129137429,jijin sebastian,4.0 out of 5 stars,"







  
  
    informative
  
",Reviewed in India on 10 September 2017,"









  
  
    
  must read book for every indian yout..nice articles illustrating problems in india

  
"
8129137429,Amazon Customer,4.0 out of 5 stars,"







  
  
    Four Stars
  
",Reviewed in India on 12 October 2016,"









  
  
    
  Amazing to read.

  
"
8129137429,J P SARKAR,4.0 out of 5 stars,"







  
  
    Four Stars
  
",Reviewed in India on 17 December 2017,"









  
  
    
  I like it

  
"
8129137429,Asish,5.0 out of 5 stars,"







  
  
    Good book, packed nicely
  
",Reviewed in India on 26 October 2015,"









  
  
    
  Nice book and received so fast.Thanks cloudtail for delivered less time.

  
"
8129137429,Alpha2,4.0 out of 5 stars,"







  
  
    awesome..!
  
",Reviewed in India on 30 January 2016,"









  
  
    
  precise to the point...! must read for all 80% addressed in this book...!👌 well said but how its gonna reach..

  
"
8129137429,Gaspar Amaldas,4.0 out of 5 stars,"







  
  
    Frank views
  
",Reviewed in India on 18 November 2015,"









  
  
    
  The views expressed by the author are unbiased .

  
"
8129137429,Amazon Customer,3.0 out of 5 stars,"







  
  
    again he proved onceagain that he is fit to write love, sex storys
  
",Reviewed in India on 30 October 2015,"









  
  
    
  One sided thinking, Some points are just imagination ,again he proved onceagain that he is fit to write love, sex storys....

  
"
8129137429,pragnesh k surti,5.0 out of 5 stars,"







  
  
    Five Stars
  
",Reviewed in India on 15 December 2015,"









  
  
    
  Must read to all. Very important topic cover by author.

  
"
8129137429,SUMAN S,4.0 out of 5 stars,"







  
  
    Chetan Bhagat at his best ....
  
",Reviewed in India on 5 September 2016,"









  
  
    
  Chetan Bhagat at his best ....

  
"
8129137429,Riya Mukherjee,5.0 out of 5 stars,"







  
  
    Awesome
  
",Reviewed in India on 28 March 2017,"









  
  
    
  Really good.. i got it in a very inexpensive price.. so good discount..

  
"
8129137429,Vipin,5.0 out of 5 stars,"







  
  
    Five Stars
  
",Reviewed in India on 24 November 2017,"









  
  
    
  Awesome

  
"
8129137429,RAKESH VIKRAM SAXENA,5.0 out of 5 stars,"







  
  
    Chetan Bhagat is my favourite writer. Another milestone touched
  
",Reviewed in India on 19 December 2015,"









  
  
    
  Chetan Bhagat is my favourite writer. Another milestone touched.

  
"
8129137429,Amazon Customer,5.0 out of 5 stars,"







  
  
    easily understandable
  
",Reviewed in India on 14 May 2016,"









  
  
    
  The situation of our country is exactly depicted

  
"
8129137429,SK,5.0 out of 5 stars,"







  
  
    Five Stars
  
",Reviewed in India on 3 June 2016,"









  
  
    
  Good book

  
"
8129137429,Rohit Sharma,1.0 out of 5 stars,"







  
  
    Don't but it.
  
",Reviewed in India on 18 April 2016,"









  
  
    
  Nothing Awesome about this poor book!

  
"
8129137429,liomixe,5.0 out of 5 stars,"







  
  
    Five Stars
  
",Reviewed in India on 9 March 2016,"









  
  
    
  Good book, worthy!

  
"
8129137429,Pranav Kancharlawar,5.0 out of 5 stars,"







  
  
    Good .
  
",Reviewed in India on 5 December 2015,"









  
  
    
  Got in only 35 ₹. Very thanks to amazon.

  
"
8129137429,Gautam Nandi,5.0 out of 5 stars,"







  
  
    Five Stars
  
",Reviewed in India on 23 September 2015,"









  
  
    
  Splendid collection of practical thoughts by a contemporary author!!

  
"
8129137429,uttam,5.0 out of 5 stars,"







  
  
    best service
  
",Reviewed in India on 9 March 2016,"









  
  
    
  best service but nothing in topic book

  
"
